"id","name","popularity","followers.total","genre"
"7hJcb9fa4alzcOq3EaNPoG","Snoop Dogg",82,11386567,"funk"
"0L8ExT028jH3ddEcZwqJJ5","Red Hot Chili Peppers",82,20490742,"funk"
"6DPYiyq5kWVQS4RGwxzPC7","Dr. Dre",79,11446366,"funk"
"1ZwdS5xdxEREPySFridCfh","2Pac",79,17480333,"funk"
"3RNrq3jvMZxD9ZyoOZbQOD","Korn",76,7300294,"funk"
"165ZgPlLkK7bf5bDoFc6Sb","Limp Bizkit",76,5816374,"funk"
"1Oa0bMld0A3u5OTYfMzp5h","Nate Dogg",75,1624514,"funk"
"3Mcii5XWf6E0lrY3Uky4cA","Ice Cube",74,8298910,"funk"
"7FNnA9vBm6EKceENgCGRMb","Anitta",81,12365067,"funk"
"1ThoqLcyIYvZn7iWbj8fsj","Bill Withers",74,1669278,"funk"
"4QQgXkCYTt3BlENzhyNETg","Earth, Wind & Fire",74,4190372,"funk"
"3YcBF2ttyueytpXtEzn1Za","Incubus",70,3190839,"funk"
"5a2EaR3hamoenG9rDuVn8j","Prince",70,7187653,"funk"
"2d0hyoQ5ynDBnkvAbJKORj","Rage Against The Machine",71,5865276,"funk"
"0f1IECbrVV952unZkzrsg2","Mc Gw",79,1474750,"funk"
"75i9GaW2MJUgt4BkdUnuUY","MC Ryan SP",83,4472102,"funk"
"2x9SpqnPi8rlE9pjHBwmSC","Talking Heads",68,2397219,"funk"
"6MDME20pz9RveH9rEXvrOM","Clean Bandit",74,5367631,"funk"
"77DAFfvm3O9zT5dIoG0eIO","Kyla",71,21997,"funk"
"2q9wk5fkeU2C9CgCKdh4AN","Mc IG",82,3323308,"funk"
"41Q0HrwWBtuUkJc7C1Rp6K","311",63,1021133,"funk"
"4PLdCloYxu2bMKfuuB9lI5","MC PH",81,1883605,"funk"
"3CDoRporvSjdzTrm99a3gi","LUDMILLA",80,7055306,"funk"
"3dkbV4qihUeMsqN4vBGg93","Al Green",66,1929747,"funk"
"5K0rbdBrs2tNXe5LeWMATT","Bootsy Collins",66,393017,"funk"
"7B4hKK0S9QYnaoqa9OuwgX","Eazy-E",65,5764847,"funk"
"4A0TivfinfALCAMJqqjZIk","Funk Wav",66,13212,"funk"
"1eClJfHLoDI4rZe5HxzBFv","INXS",69,2604606,"funk"
"3ETLPQkcEd7z4k3IbZmXMq","Cleo Sol",65,642430,"funk"
"0niJkG4tKkne3zwr7I8n9n","Finger Eleven",62,720510,"funk"
"25XJqeReVV38w0tR04GGBd","Mainstreet",78,627094,"funk"
"6twIAGnYuIT1pncMAsXnEm","Commodores",65,1836895,"funk"
"3VNITwohbvU5Wuy5PC6dsI","Kool & The Gang",67,2444854,"funk"
"3y24n3XhZ96wgwRXjvS17T","Coolio",68,1086982,"funk"
"2MqhkhX4npxDZ62ObR5ELO","Hoobastank",66,2467015,"funk"
"7Lmrb6KcIzfkmgbtokjsAL","Mc Don Juan",77,4966091,"funk"
"4WN5naL3ofxrVBgFpguzKo","Rudimental",72,1344851,"funk"
"53QzNeFpzAaXYnrDBbDrIp","The Isley Brothers",62,1795008,"funk"
"3GMoVpWJy4smKuxFuFTwXC","Roger",64,172321,"funk"
"0JjPiLQNgAFaEkwoy56B1C","L7NNON",77,3978132,"funk"
"1WQBwwssN6r8DSjUlkyUGW","MC Cabelinho",77,7277384,"funk"
"2B4ZHz4QDWJTXPFPgO5peE","Warren G",63,2373592,"funk"
"2UMj7NCbuqy1yUZmiSYGjJ","MC Kevin o Chris",74,2970162,"funk"
"4uN3DsfENc7dp0OLO0FEIb","Sugar Ray",60,949396,"funk"
"4PzYKhC14sTJNEr0dzoo0d","Luísa Sonza",76,5440865,"funk"
"0pcoadNMmvrUyab1RxWBoV","MC Hariel",76,5531359,"funk"
"4tujQJicOnuZRLiBFdp3Ou","Xzibit",65,1998631,"funk"
"5s27i7oqhNWIcE4HeoVdq0","MC GP",76,919781,"funk"
"6xlRSRMLgZbsSNd0BMobwy","DENNIS",73,2128885,"funk"
"6NyJIFHAePjHR1pFxwisqz","Kurupt",61,704567,"funk"
