"id","name","popularity","followers.total","genre"
"1Cs0zKBU1kc0i8ypK3B9ai","David Guetta",88,25355466,"edm"
"7CajNmpbOovFoOoasH2HaY","Calvin Harris",86,22510416,"edm"
"64KEffDW9EtZ1y2vBYgq8T","Marshmello",84,33611343,"edm"
"3Sz7ZnJQBIHsXLUSo0OQtM","Mac DeMarco",80,5611602,"edm"
"2o5jDhtHVPhrJdv3cEQ99Z","Tiësto",85,7198511,"edm"
"5fMUXHkw8R8eOP2RNVYEZX","Diplo",77,2577661,"edm"
"1vCWHaC5f2uS3yhpwWbIA6","Avicii",81,22642019,"edm"
"23fqKkggKUBHNkbKtXEls4","Kygo",80,8309501,"edm"
"5he5w2lnU9x7JFhnwcekXX","Skrillex",76,7559573,"edm"
"4oLeXFyACqeem2VImYeBFe","Fred again..",79,1387995,"edm"
"540vIaP2JwjQb9dm3aArA4","DJ Snake",78,8526425,"edm"
"45eNHdiiabvmbp4erw26rg","ILLENIUM",71,1488611,"edm"
"2qxJFvFYMEDqd7ui6kSAcq","Zedd",74,5869343,"edm"
"738wLrAtLtCtFOLvQBXOXp","Major Lazer",77,6119576,"edm"
"6nxWCVXbOlEVRexSbLsTer","Flume",72,2427843,"edm"
"60d24wfXkVzDSfLS6hyCjZ","Martin Garrix",75,14988531,"edm"
"21mKp7DqtSNHhCAU2ugvUw","ODESZA",68,1588748,"edm"
"0xRXCcSX89eobfrshSVdyu","MEDUZA",76,741839,"edm"
"6nS5roXSAGhTGr34W6n7Et","Disclosure",73,2156102,"edm"
"7kNqXtgeIwFtelmRjWv205","John Summit",70,257829,"edm"
"6cEuCEZu7PAE9ZSzLLc2oQ","R3HAB",76,2504956,"edm"
"3t5xRXzsuZmMDkQzgOX35S","Robin Schulz",77,3069682,"edm"
"1h6Cn3P4NGzXbaXidqURXs","Swedish House Mafia",75,3714606,"edm"
"4AVFqumd2ogHFlRbKIjp1t","Alesso",73,3867396,"edm"
"0SfsnGyD8FpIN4U4WCkBZ5","Armin van Buuren",75,4264992,"edm"
"7f5Zgnp2spUuuzKplmRkt7","Lost Frequencies",77,2776754,"edm"
"4sTQVOfp9vEMCemLw50sbu","Galantis",72,3327649,"edm"
"4D75GcNG95ebPtNvoNVXhz","AFROJACK",72,3877031,"edm"
"6t1gpxYbY8OlLA7D2RiikQ","Loud Luxury",69,655908,"edm"
"77AiFEVeAVj2ORpC85QVJs","Steve Aoki",71,3712341,"edm"
"2CIMQHirSU0MQqyYHq0eOx","deadmau5",67,2750232,"edm"
"2ZRQcIgzPCVaT9XKhXZIzh","Gryffin",68,945077,"edm"
"4dM6NDYSfLcspt8GLoT5aE","Hippie Sabotage",68,957446,"edm"
"4bL2B6hmLlMWnUEZnorEtG","Felix Jaehn",74,1271071,"edm"
"5Igpc9iLZ3YGtKeYfSrrOE","Chris Lake",68,319920,"edm"
"4Q6nIcaBED8qUel8bBx6Cr","Jax Jones",73,1162356,"edm"
"73jBynjsVtofjRpdpRAJGk","Dimitri Vegas & Like Mike",74,3401873,"edm"
"2rTo8KIkBTFjQS7VvaKYQ4","W&W",74,832989,"edm"
"0u6GtibW46tFX7koQ6uNJZ","Topic",73,241550,"edm"
"6TQj5BFPooTa08A7pk8AQ1","Kaskade",65,930290,"edm"
"28uJnu5EsrGml2tBd7y8ts","Vintage Culture",72,1791821,"edm"
"20gsENnposVs2I4rQ5kvrf","Sam Feldt",70,765275,"edm"
"7keGfmQR4X5w0two1xKZ7d","Kungs",71,934500,"edm"
"3dz0NnIZhtKKeXZxLOxCam","Porter Robinson",63,1113239,"edm"
"4aKdmOXdUKX07HVd3sGgzw","Rezz",61,517533,"edm"
"586uxXMyD5ObPuzjtrzO1Q","Sofi Tukker",66,761407,"edm"
"7DMveApC7UnC2NPfPvlHSU","Cheat Codes",66,2108497,"edm"
"67qogtRNI0GjUr8PlaG6Zh","Zeds Dead",61,585988,"edm"
"5R3Hr2cnCCjt220Jmt2xLf","Dillon Francis",63,1121575,"edm"
"28j8lBWDdDSHSSt5oPlsX2","ZHU",64,893313,"edm"
