"id","name","popularity","followers.total","genre"
"7c0XG5cIJTrrAgEC3ULPiq","Ty Dolla $ign",88,5165695,"soul"
"2h93pZq0e7k5yf4dywlkpM","Frank Ocean",85,13425303,"soul"
"3fMbdgg4jU18AjLCKBhRSm","Michael Jackson",83,30349387,"soul"
"4dpARuHxo51G3z768sgnrY","Adele",85,54650859,"soul"
"3DiDSECUqqY1AuBP8qtaIa","Alicia Keys",79,11513080,"soul"
"3jK9MiCrA42lLAdMGUZpwa","Anderson .Paak",76,2488783,"soul"
"7guDJrEfX3qb6FEbdPA5qi","Stevie Wonder",75,6360748,"soul"
"2mVVjNmdjXZZDvhgQWiakk","Khruangbin",73,1745764,"soul"
"5y2Xq6xcjJb2jVM54GHK3t","John Legend",76,6679596,"soul"
"3koiLjNrgRTNbOwViDipeA","Marvin Gaye",74,5251661,"soul"
"1ThoqLcyIYvZn7iWbj8fsj","Bill Withers",74,1669278,"soul"
"59oA5WbbQvomJz2BuRG071","Jungle",75,1303350,"soul"
"3qnGvpP8Yth1AqSBMqON5x","Leon Bridges",72,1646502,"soul"
"6Q192DXotxtaysaqNPy5yR","Amy Winehouse",76,8551534,"soul"
"47zz7sob9NUcODy0BTDvKx","Sade",75,3740236,"soul"
"2Mu5NfyYm8n5iTomuKAEHl","Ms. Lauryn Hill",73,2795839,"soul"
"4QQgXkCYTt3BlENzhyNETg","Earth, Wind & Fire",74,4190372,"soul"
"2wIVse2owClT7go1WT98tk","Missy Elliott",71,2418554,"soul"
"4frXpPxQQZwbCu3eTGnZEw","Thundercat",71,1297051,"soul"
"3hv9jJF3adDNsBSIQDqcjp","Mark Ronson",75,1064545,"soul"
"3ycxRkcZ67ALN3GQJ57Vig","Masego",73,1341821,"soul"
"1XkoF8ryArs86LZvFOkbyr","Mary J. Blige",71,3751111,"soul"
"60df5JBRRPcnSpsIMxxwQm","Otis Redding",71,2202819,"soul"
"5FxD8fkQZ6KcsSYupDVoSO","Omar Apollo",68,964711,"soul"
"6PvvGcCY2XtUcSRld1Wilr","Silk Sonic",71,873311,"soul"
"6hnWRPzGGKiapVX1UCdEAC","Sam Cooke",69,1593260,"soul"
"4ETSs924pXMzjIeD6E9b4u","Surfaces",67,922649,"soul"
"53KwLdlmrlCelAZMaLVZqU","James Blake",69,1426627,"soul"
"7u6LfVyYpEzMpHLL7jTyvU","Dwele",69,291077,"soul"
"3RwQ26hR2tJtA8F9p2n7jG","The Temptations",67,2877762,"soul"
"7IfculRW2WXyzNQ8djX8WX","Erykah Badu",68,2849446,"soul"
"0iOVhN3tnSvgDbcg25JoJb","Etta James",70,1636364,"soul"
"0oK5D6uPhGu4Jk2dbZfodU","Thee Sacred Souls",67,459161,"soul"
"6qgnBH6iDM91ipVXv28OMu","KAYTRANADA",69,1397212,"soul"
"19eLuQmk9aCobbVDHc6eek","Louis Armstrong",70,2847291,"soul"
"2FwDTncULUnmANIh7qKa5z","FKJ",70,1493435,"soul"
"7v4imS0moSyGdXyLgVTIV7","Nat King Cole",69,2204887,"soul"
"7nwUJBm0HE4ZxD3f5cy5ok","Aretha Franklin",70,3305718,"soul"
"1lE6SEy8f84Zhjvp7r8yTD","Syleena Johnson",66,320599,"soul"
"75jNCko3SnEMI5gwGqrbb8","Tammi Terrell",67,177096,"soul"
"6ueGR6SWhUJfvEhqkvMsVs","Janelle Monáe",67,1444279,"soul"
"3dkbV4qihUeMsqN4vBGg93","Al Green",66,1929747,"soul"
"5K0rbdBrs2tNXe5LeWMATT","Bootsy Collins",66,393017,"soul"
"1A9o3Ljt67pFZ89YtPPL5X","Snoh Aalegra",66,1182356,"soul"
"5T0MSzX9RC5NA6gAI6irSn","Estelle",66,284815,"soul"
"2iE18Oxc8YSumAU232n4rW","The Jackson 5",66,1507331,"soul"
"1eYhYunlNJlDoQhtYBvPsi","Ray Charles",68,2223339,"soul"
"1ooV8YZC1KbpEcrmI8WH0F","Yebba",66,486663,"soul"
"1W7FNibLa0O0b572tB2w7t","Pink Sweat$",67,1838743,"soul"
"5V0MlUE1Bft0mbLlND7FJz","Ella Fitzgerald",67,2438566,"soul"
