"id","name","popularity","followers.total","genre"
"3cR4rhS2hBWqI7rJEBacvN","Leslie Odom Jr.",71,259027,"jazz"
"4QQgXkCYTt3BlENzhyNETg","Earth, Wind & Fire",74,4190372,"jazz"
"2Kx7MNY7cI1ENniW7vT30N","Norah Jones",74,3082235,"jazz"
"1GxkXlMwML1oSg5eLPiAz3","Michael Bublé",74,6179934,"jazz"
"60df5JBRRPcnSpsIMxxwQm","Otis Redding",71,2202819,"jazz"
"6hnWRPzGGKiapVX1UCdEAC","Sam Cooke",69,1593260,"jazz"
"0iOVhN3tnSvgDbcg25JoJb","Etta James",70,1636364,"jazz"
"09hVIj6vWgoCDtT03h8ZCa","A Tribe Called Quest",67,2076360,"jazz"
"49e4v89VmlDcFCMyDv9wQ9","Dean Martin",68,1634376,"jazz"
"19eLuQmk9aCobbVDHc6eek","Louis Armstrong",70,2847291,"jazz"
"7v4imS0moSyGdXyLgVTIV7","Nat King Cole",69,2204887,"jazz"
"7nwUJBm0HE4ZxD3f5cy5ok","Aretha Franklin",70,3305718,"jazz"
"1eYhYunlNJlDoQhtYBvPsi","Ray Charles",68,2223339,"jazz"
"5V0MlUE1Bft0mbLlND7FJz","Ella Fitzgerald",67,2438566,"jazz"
"3pO5VjZ4wOHCMBXOvbMISG","Antônio Carlos Jobim",69,700256,"jazz"
"7G1GBhoKtEPnP86X2PvEYO","Nina Simone",69,2813486,"jazz"
"3Rq3YOF9YG9YfCWD4D56RZ","Nujabes",64,1108553,"jazz"
"1YzCsTRb22dQkh9lghPIrp","Billie Holiday",65,1867247,"jazz"
"6GEykX11lQqp92UVOQQCC7","DJ Premier",65,277097,"jazz"
"2hGh5VOeeqimQFxqXvfCUf","John Coltrane",64,1624592,"jazz"
"5zaXYwewAXedKNCff45U5l","Dusty Springfield",68,453706,"jazz"
"65dGLGjkw3UbddUg2GKQoZ","BADBADNOTGOOD",63,750102,"jazz"
"3rxeQlsv0Sc2nyYaZ5W71T","Chet Baker",65,1112375,"jazz"
"25oLRSUjJk4YHNUsQXk7Ut","GRiZ",58,451116,"jazz"
"0FMucZsEnCxs5pqBjHjIc8","Stan Getz",65,432425,"jazz"
"3yKoHgjtyenCOIRaD2Gghu","Cafe Music BGM channel",67,252300,"jazz"
"6I3M904Y9IwgDjrQ9pANiB","Kenny G",64,1076399,"jazz"
"0EodhzA6yW1bIdD5B4tcmJ","Bobby Darin",61,544513,"jazz"
"0kbYTNQb4Pb1rPbbaF0pT4","Miles Davis",62,2501446,"jazz"
"0eRbECAGCLLiTyVXPBRexU","Jon Batiste",60,460049,"jazz"
"05YVYeV4HxYp5rrWalvuE1","Grover Washington, Jr.",63,353197,"jazz"
"2jFZlvIea42ZvcCw4OeEdA","Count Basie",62,349640,"jazz"
"5tTsrGPwQRWUsHR2Xf7Ke9","Natalie Cole",63,610851,"jazz"
"37J1PlAkhRK7yrZUtqaUpQ","Caravan Palace",62,1040804,"jazz"
"4jXfFzeP66Zy67HM2mvIIF","Bill Evans",62,673694,"jazz"
"7GaxyUddsPok8BuhxN6OUW","James Brown",62,2115515,"jazz"
"4N8BwYTEC6XqykGvXXlmfv","George Benson",64,775952,"jazz"
"1uiEZYehlNivdK3iQyAbye","Tom Misch",65,1222527,"jazz"
"2iDVt6mFbtbDEZG5ax0dTi","Tulus",74,14627095,"jazz"
"77ZUbcdoU5KCPHNUl8bgQy","João Gilberto",64,608630,"jazz"
"1Z8ODXyhEBi3WynYw0Rya6","De La Soul",61,991481,"jazz"
"0cmWgDlu9CwTgxPhf403hb","Bonobo",63,1371381,"jazz"
"7yk35uHNQclPXFGFoTU44w","The Pharcyde",59,731733,"jazz"
"2lolQgalUvZDfp5vvVtTYV","Tony Bennett",61,912879,"jazz"
"5rX2c1zow6hCph8PnnU3kF","Astrud Gilberto",62,271873,"jazz"
"5cM1PvItlR21WUyBnsdMcn","Robert Glasper",58,440756,"jazz"
"0W498bDDNlJIrYMKXdpLHA","Roberta Flack",62,961803,"jazz"
"32ogthv0BdaSMPml02X9YB","The Cinematic Orchestra",64,664788,"jazz"
"3k3RY7kR8f0vp8Cq27P141","berlioz",61,293779,"jazz"
"5xLSa7l4IV1gsQfhAMvl0U","B.B. King",61,2673998,"jazz"
