artist_name,artist_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,key_mode,time_signature
Green Day,7oPftvlwr6VrsViSDV7fJY,0.43521875000000004,0.8959419642857144,-4.404705357142857,0.07196964285714287,0.029052325982142857,0.024206676875000006,0.21010044642857142,0.6584299107142858,140.04163392857143,189080.94642857142,D major,4
Dusty Springfield,5zaXYwewAXedKNCff45U5l,0.48534057971014494,0.4983333333333334,-10.186623188405797,0.0430304347826087,0.5187697826086956,0.015247294420289853,0.22269637681159418,0.5655210144927536,116.1996739130435,195254.23913043478,D major,4
Hozier,2FXC3k01G6Gw61bmprjgqS,0.44802083333333337,0.5164375,-7.487791666666666,0.04632708333333333,0.38433439583333334,0.04871917791666667,0.13602916666666667,0.3395229166666667,116.83606249999998,241630.72916666666,G major,4
Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,0.6523846153846153,0.49362692307692313,-12.291384615384617,0.3029307692307692,0.27083846153846153,0.0004171399999999999,0.25895,0.6108461538461538,102.29530769230769,281465.6923076923,C# major,4
Incubus,3YcBF2ttyueytpXtEzn1Za,0.5084141414141414,0.7865757575757577,-6.192252525252526,0.05795050505050505,0.08039821010101009,0.07619579898989899,0.18105151515151519,0.4321404040404041,134.34174747474745,245848.59595959596,A major,4.0
Farruko,329e4yvIujISKGKz1BZZbO,0.6959629629629629,0.7456962962962963,-5.0904740740740735,0.10028222222222222,0.21435466666666667,0.0005877182962962963,0.2171911111111111,0.5978,123.40826666666665,223879.2962962963,B minor,4
Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,0.5307488584474886,0.7874109589041095,-5.798831050228311,0.06730639269406394,0.06854141552511415,0.05678085872146119,0.17065570776255712,0.5009534246575342,120.36390410958904,259293.3698630137,C major,4
Kali Uchis,1U1el3k54VvEUzo3ybLPlM,0.6366025641025642,0.5550974358974359,-7.8410897435897455,0.06758333333333333,0.2865464102564103,0.021880568333333333,0.19164487179487177,0.47392051282051284,117.95052564102566,180635.4358974359,F# minor,4
Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,0.58544,0.65728,-7.711320000000001,0.09074,0.08263503200000001,0.39061697160000003,0.21549200000000002,0.20159200000000002,124.43600000000002,269980.92,D major,4
Dean Martin,49e4v89VmlDcFCMyDv9wQ9,0.495436974789916,0.4286386554621849,-10.407168067226891,0.039444537815126045,0.6890605042016806,0.003668140672268907,0.20067142857142856,0.5327563025210084,117.14718487394958,162275.12605042016,D# major,4
Maroon 5,04gDigrS5kc9YWfZHwBETP,0.6601734693877551,0.7005,-5.4876734693877545,0.05155510204081632,0.1335249693877551,0.0006148139795918368,0.15878265306122452,0.5434908163265305,120.01014285714287,213872.7857142857,E minor,4
Major Lazer,738wLrAtLtCtFOLvQBXOXp,0.7097407407407408,0.778216049382716,-5.606037037037037,0.11868950617283949,0.06650011728395062,0.17866516216049383,0.23379506172839512,0.5229111111111111,126.76183950617285,199147.8950617284,G major,4
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,0.6605180722891566,0.6387469879518073,-5.2781686746987955,0.0997698795180723,0.15093942168674698,0.011254876506024093,0.21594096385542172,0.3108325301204819,126.2548313253012,227478.3253012048,C# major,4
SZA,7tYKF4w9nC0nq9CsPZTHyP,0.6250588235294119,0.5409264705882354,-8.036573529411765,0.14634705882352939,0.3684436764705883,0.023379592794117644,0.17308970588235295,0.40711470588235293,114.77388235294117,200462.6911764706,C# major,4
Missy Elliott,2wIVse2owClT7go1WT98tk,0.7731807228915664,0.5936626506024096,-8.558734939759036,0.2708939759036144,0.24429277108433733,0.029964025421686753,0.19951204819277113,0.6450722891566265,115.13956626506022,226630.61445783134,C# major,4
The Temptations,3RwQ26hR2tJtA8F9p2n7jG,0.6034574468085107,0.5645007978723404,-10.643353723404257,0.05914521276595745,0.3575710904255319,0.011586796781914894,0.18710797872340423,0.6535140957446808,115.0049095744681,250951.65425531915,C major,4
Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,0.5778405797101448,0.5888985507246376,-7.525420289855073,0.18457391304347825,0.32811739130434786,9.933333333333335e-07,0.20271739130434782,0.5773478260869566,125.43011594202899,172348.1739130435,A# major,4
Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,0.49056250000000007,0.7226125,-6.5790750000000005,0.0571275,0.14565160375000002,0.05004797875,0.179565,0.5454625,125.283425,208626.25,B minor,4.0
Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,0.7864252873563218,0.5882298850574713,-6.475057471264367,0.2829942528735632,0.10874651034482762,1.9200919540229885e-05,0.15016551724137928,0.4597390804597701,122.79229885057478,171455.71264367815,C# major,4
AFROJACK,4D75GcNG95ebPtNvoNVXhz,0.6472000000000001,0.8301090909090909,-5.405381818181817,0.07626909090909093,0.08777652727272728,0.23166032,0.19155636363636364,0.3556072727272727,129.0770909090909,250799.54545454544,C major,4
Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,0.6448307692307692,0.6333092307692308,-6.8632307692307695,0.06025692307692307,0.17714273846153844,0.01251382723076923,0.1642784615384615,0.4859569230769231,122.32758461538462,235917.8,G major,4
Mainstreet,25XJqeReVV38w0tR04GGBd,0.589,0.6611666666666667,-5.847333333333332,0.154725,0.13429666666666665,5.865833333333334e-06,0.12093333333333334,0.36174999999999996,124.53474999999999,195108.91666666666,F# minor,4
Treaty Oak Revival,3444S3C4U9Ts86BnCtSPRV,0.45790476190476187,0.8352,-4.782761904761905,0.14050476190476188,0.05268571428571428,0.0002638280952380952,0.20918571428571428,0.44923809523809527,136.20185714285714,212003.61904761905,A major,4
Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,0.5864130434782608,0.39026335403726714,-12.527416149068323,0.10498778467908902,0.7186461397515527,0.02605349230848861,0.1946223602484472,0.5886511387163561,111.84552691511387,157968.0807453416,A major,4
Lainey Wilson,6tPHARSq45lQ8BSALCfkFC,0.5695675675675677,0.6945135135135135,-5.622675675675676,0.0403081081081081,0.17868210810810808,0.0050002975675675675,0.1760864864864865,0.5713756756756756,133.79578378378378,206340.5945945946,D major,4
Shakira,0EmeFodog0BfCgMzAIvKQp,0.7057543859649121,0.6773429824561402,-6.272052631578947,0.06140964912280702,0.26687175438596494,0.004479403070175438,0.15684736842105265,0.602859649122807,127.28134210526316,211600.0701754386,C major,4
Chuck Berry,293zczrfYafIItmnmM3coR,0.6105363636363637,0.6149681818181818,-10.4201,0.06623181818181818,0.5783880454545455,0.16694283949999997,0.24753909090909093,0.7730772727272727,125.57416363636364,188982.07727272727,C major,4
Yandel,0eHQ9o50hj6ZDNBt6Ys1sD,0.7252542372881354,0.7872966101694916,-4.5676610169491525,0.10915338983050847,0.11360105084745763,0.0005405388983050849,0.19561101694915262,0.6310762711864408,123.7169661016949,206638.5254237288,B minor,4.0
Darell,1TtXnWcUs0FCkaZDPGYHdf,0.7813333333333332,0.6970888888888888,-5.306222222222222,0.1822333333333333,0.3488884444444444,0.004247796888888889,0.15562,0.5841111111111111,123.04295555555555,217770.13333333333,F minor,4
$uicideboy$,1VPmR4DJC1PlOtd0IADAO0,0.7442065217391306,0.6283600163043479,-6.840695652173913,0.14530923913043478,0.1489378793478261,0.03970379989130435,0.22457663043478265,0.32567010869565216,123.31001630434784,149671.1847826087,C# major,4
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,0.4213781512605042,0.41095714285714285,-9.927319327731093,0.04809495798319327,0.6384565546218488,0.03279513159663865,0.15976806722689074,0.21255546218487395,116.04594957983194,270280.243697479,C major,4
De La Soul,1Z8ODXyhEBi3WynYw0Rya6,0.7399068322981367,0.6650434782608696,-7.8381366459627335,0.29033602484472054,0.2206731055900621,0.009952233913043479,0.3075900621118013,0.6794161490683229,100.68601242236025,210394.96273291926,C# major,4
Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,0.5129301470588236,0.4582231617647059,-10.058797794117647,0.056836764705882344,0.5666112132352942,0.003253641985294118,0.20462977941176472,0.5254764705882353,120.75307720588235,216225.0588235294,C major,4
Louis Armstrong,19eLuQmk9aCobbVDHc6eek,0.5580627177700348,0.31049616724738677,-12.734250871080139,0.10806602787456447,0.805517212543554,0.11635728409407664,0.2900677700348432,0.5622749128919862,112.40259581881533,208678.606271777,G# major,4
Topic,0u6GtibW46tFX7koQ6uNJZ,0.6127857142857144,0.6460714285714284,-6.2447857142857135,0.048999999999999995,0.09994714285714286,0.17300198214285714,0.19256428571428572,0.2662714285714286,119.62821428571428,224783.14285714287,C minor,4
Ozuna,1i8SpTcr7yvPOmcqrbnVXY,0.7567704918032786,0.6823934426229508,-5.2120655737704915,0.10563852459016393,0.2166493442622951,0.006817721967213117,0.15892540983606557,0.628967213114754,127.5030819672131,200520.89344262294,F minor,4
Cris Mj,1Yj5Xey7kTwvZla8sqdsdE,0.786451612903226,0.691258064516129,-5.563935483870968,0.09153548387096776,0.17782548387096775,0.02081410548387097,0.1486548387096774,0.5913225806451613,103.55116129032257,190382.29032258064,C# major,4.0
L7NNON,0JjPiLQNgAFaEkwoy56B1C,0.7397719298245614,0.5463859649122806,-8.146649122807018,0.2647701754385965,0.35372807017543856,0.0013680042105263155,0.15500175438596492,0.5188771929824562,117.32538596491227,188855.49122807017,C# minor,4
Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,0.5569893617021276,0.5193262411347518,-12.002056737588653,0.05221631205673759,0.3642104503546099,0.056576014503546095,0.19501737588652482,0.6073365248226951,115.06693971631205,246952.54609929078,C# major,4
Lil Peep,2kCcBybjl3SAtIcwdWpUe3,0.5952,0.6104777777777778,-7.040355555555556,0.07364555555555555,0.11531293222222223,0.03354444355555555,0.17825000000000005,0.28265555555555555,123.55366666666667,187059.72222222222,D major,4
Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,0.7429342105263158,0.7004999999999999,-4.248171052631579,0.11409210526315787,0.28132250000000003,0.013584376578947366,0.21096973684210527,0.4883052631578947,121.94136842105266,207114.63157894736,B minor,4
Beyoncé,6vWDO969PvNqNYHIOW5v0m,0.5771012658227849,0.550704746835443,-8.82389240506329,0.15943417721518988,0.28389036708860754,0.023276321582278478,0.2489689873417721,0.4464430379746836,111.64979113924052,208158.69620253163,C# major,4
Colter Wall,3xYXYzm9H3RzyQgBrYwIcx,0.5924791666666667,0.3404583333333333,-12.468791666666666,0.06635208333333333,0.7229166666666665,0.09057557166666667,0.15424166666666667,0.4867354166666667,116.38047916666665,200249.375,G major,4
Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,0.45969411764705886,0.8243764705882352,-4.669517647058823,0.048412941176470575,0.024473060352941178,0.0014209258823529411,0.20202823529411768,0.3906011764705882,134.44458823529413,203838.7411764706,D major,4
KAYTRANADA,6qgnBH6iDM91ipVXv28OMu,0.7255777777777779,0.6608,-8.00308888888889,0.22713999999999998,0.08763524444444445,0.18351826355555556,0.1756,0.477031111111111,109.9447111111111,200393.64444444445,C# major,4
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.39158596491228076,0.546219298245614,-10.548754385964912,0.05054736842105263,0.36085577543859654,0.40067269666666666,0.16602280701754388,0.3082701754385964,117.7277807017544,246853.92105263157,G major,4
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,0.4935408602150537,0.6503688172043011,-7.638688172043012,0.04501182795698924,0.21141364516129033,0.09061153150537636,0.17192473118279572,0.33882258064516124,124.08789247311829,232121.8817204301,D major,4
Alan Jackson,4mxWe1mtYIYfP040G38yvS,0.6129453781512605,0.4458235294117647,-11.165373949579834,0.032792016806722696,0.40596176470588236,0.0039401426890756305,0.1768373949579832,0.4943953781512605,124.06145798319328,219576.38655462186,D major,4
Ray Charles,1eYhYunlNJlDoQhtYBvPsi,0.502172,0.320394,-12.750496,0.0612592,0.7564048,0.07349880188,0.1625288,0.5088564,110.56503599999999,210096.192,G# major,4
Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,0.7421836734693877,0.6392993197278912,-6.055231292517006,0.21640408163265307,0.144888093877551,0.008883103401360544,0.21170748299319728,0.42829387755102044,134.48593197278913,204814.0612244898,C# major,4
blink-182,6FBDaR13swtiWwGhX1WQsP,0.4706470588235295,0.8782436974789917,-4.621084033613445,0.08795042016806723,0.03516659403361344,0.02471816243697479,0.20739243697478993,0.4725403361344538,135.91240336134456,176131.02521008404,C major,4
Lil Wayne,55Aa2cqylxrFIXC767Z865,0.6865063938618925,0.7014237851662405,-5.93535294117647,0.2488611253196931,0.12419204808184144,0.00032172652173913046,0.23109590792838872,0.5552437340153453,121.71492071611253,226104.73657289002,C# major,4
Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,0.6221058823529412,0.6651541176470588,-7.03845882352941,0.06175764705882353,0.14135082352941175,0.07192959235294119,0.22336941176470593,0.491104705882353,123.78924705882355,231162.7882352941,D major,4
James Blake,53KwLdlmrlCelAZMaLVZqU,0.45369550561797756,0.3115068539325843,-15.504258426966292,0.06750224719101124,0.7405752808988765,0.3284512032584269,0.13446853932584268,0.18672584269662923,112.3635393258427,235976.08988764044,C major,4
Galantis,4sTQVOfp9vEMCemLw50sbu,0.5691282051282051,0.8032820512820513,-4.085025641025642,0.06021025641025643,0.09333358974358975,0.01783339358974359,0.20840256410256414,0.41712820512820503,123.80161538461536,208495.79487179487,E major,4
