danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,key,mode,decade
0.352,0.65,-10.525,0.0391,0.327,2.89e-05,0.0867,0.639,145.217,4,298026,2,1,1970s
0.524,0.906,-4.301,0.0963,0.037,3.64e-05,0.309,0.605,123.1,4,266266,7,1,1970s
0.649,0.536,-8.906,0.0682,0.44,0.791,0.303,0.835,181.189,4,232440,0,1,1970s
0.661,0.284,-11.962,0.0313,0.202,0.0,0.0543,0.206,120.976,3,286506,0,1,1970s
0.804,0.718,-7.559,0.0622,0.405,0.000549,0.332,0.776,138.779,4,162600,4,1,1970s
0.618,0.678,-5.199,0.0316,0.6,0.723,0.501,0.79,133.453,4,204573,0,1,1970s
0.423,0.111,-13.218,0.0328,0.95,1.72e-05,0.136,0.131,131.692,4,286293,7,0,1970s
0.668,0.906,-4.881,0.17,0.214,0.00245,0.135,0.507,135.653,4,231933,11,0,1970s
0.39,0.649,-7.98,0.0434,0.494,0.000128,0.363,0.583,147.992,4,438240,0,1,1970s
0.441,0.915,-7.412,0.127,0.514,1.53e-05,0.946,0.719,140.71,4,247093,5,1,1970s
0.578,0.15,-17.335,0.0334,0.243,0.00707,0.0825,0.12,135.22,4,334893,7,1,1970s
0.331,0.642,-11.849,0.0747,0.238,0.000612,0.449,0.355,136.797,4,213240,7,1,1970s
0.421,0.571,-11.986,0.076,0.677,1.05e-05,0.23,0.228,75.537,4,315000,2,1,1970s
0.365,0.207,-22.694,0.0346,0.958,0.836,0.202,0.243,79.663,4,150866,4,1,1970s
0.691,0.415,-5.627,0.0347,0.0798,0.0254,0.0401,0.493,116.328,4,291306,2,1,1970s
0.367,0.461,-11.715,0.0279,0.0863,0.00759,0.101,0.452,133.877,4,394826,10,1,1970s
0.397,0.112,-18.962,0.034,0.958,0.00209,0.137,0.583,180.922,4,162933,0,1,1970s
0.869,0.74,-10.926,0.0412,0.0142,3.97e-06,0.0963,0.963,125.602,4,295026,3,0,1970s
0.568,0.413,-13.594,0.0339,0.582,0.00541,0.535,0.634,75.866,4,237097,7,1,1970s
0.365,0.839,-5.148,0.0691,0.522,0.000469,0.292,0.575,81.772,4,256825,0,1,1970s
0.491,0.829,-6.934,0.0536,0.301,0.000245,0.0987,0.44,104.074,4,280066,9,1,1970s
0.501,0.9,-8.954,0.0554,0.000756,0.419,0.239,0.94,152.954,4,251133,2,1,1970s
0.574,0.913,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,4,208400,6,0,1970s
0.48,0.135,-20.899,0.028,0.923,0.896,0.0663,0.25,91.524,4,168333,2,1,1970s
0.55,0.608,-10.69,0.0371,0.465,0.0,0.12,0.584,136.02,4,306840,9,1,1970s
0.519,0.973,-3.044,0.0562,0.39,0.978,0.784,0.822,140.221,4,229493,7,1,1970s
0.482,0.649,-13.424,0.0298,0.223,0.145,0.294,0.717,143.13,4,327866,4,1,1970s
0.777,0.66,-10.896,0.0369,0.13,6.06e-05,0.0743,0.74,137.27,4,220693,7,0,1970s
0.672,0.862,-6.488,0.0492,0.0464,0.0012,0.176,0.847,136.288,4,232333,4,1,1970s
0.575,0.815,-10.185,0.0575,0.224,0.000456,0.151,0.619,93.113,4,240840,0,1,1970s
0.686,0.764,-6.927,0.0353,0.00484,3.1e-06,0.132,0.766,126.873,4,276333,0,1,1970s
0.573,0.745,-7.7,0.0581,0.0931,0.000143,0.223,0.684,160.409,4,265400,9,1,1970s
0.561,0.785,-4.973,0.0629,0.0282,0.451,0.0615,0.546,137.153,4,254200,9,1,1970s
0.596,0.204,-12.178,0.0335,0.507,2.19e-05,0.474,0.21,127.249,4,251960,7,0,1970s
0.377,0.488,-10.523,0.0399,0.657,0.0473,0.0878,0.375,73.025,4,376826,7,1,1970s
0.397,0.539,-9.221,0.0344,0.0567,1.56e-05,0.0912,0.544,163.17,4,378773,0,1,1970s
0.416,0.376,-11.167,0.0338,0.82,0.106,0.233,0.0902,141.02,4,318893,2,1,1970s
0.562,0.783,-7.377,0.0322,0.0797,0.00174,0.083,0.73,147.714,4,320933,0,1,1970s
0.821,0.471,-14.796,0.0443,0.518,0.0111,0.072,0.779,131.7,4,227706,0,1,1970s
0.691,0.404,-14.681,0.0339,0.486,7.36e-05,0.14,0.937,128.864,4,170000,1,0,1970s
0.504,0.729,-8.049,0.0544,0.234,0.0,0.0705,0.453,134.953,4,228333,9,1,1970s
0.4,0.475,-11.462,0.0309,0.376,0.736,0.142,0.0754,141.35,4,499115,11,0,1970s
0.554,0.315,-11.028,0.0298,0.828,5.53e-06,0.101,0.325,128.157,4,241786,3,1,1970s
0.49,0.444,-11.763,0.0302,0.663,6.66e-05,0.116,0.507,138.375,4,276800,2,1,1970s
0.668,0.906,-4.881,0.17,0.214,0.00245,0.135,0.507,135.653,4,231933,11,0,1970s
0.374,0.272,-19.413,0.0586,0.439,0.336,0.0495,0.178,143.139,4,778988,6,0,1970s
0.501,0.338,-19.12,0.0395,0.187,0.868,0.514,0.106,95.942,4,127830,11,1,1970s
0.389,0.563,-21.191,0.0622,0.65,0.903,0.104,0.134,165.393,4,225384,9,1,1970s
0.599,0.0912,-28.759,0.795,0.632,0.0,0.792,0.723,82.688,4,102266,6,0,1970s
0.523,0.341,-14.034,0.0388,0.313,0.000114,0.621,0.355,77.487,4,313373,4,1,1970s
0.5,0.543,-8.672,0.0328,0.183,0.65,0.202,0.843,133.788,4,340840,0,1,1970s
0.567,0.421,-15.754,0.0301,0.383,0.011,0.266,0.618,73.563,4,214973,6,0,1970s
0.621,0.8,-7.284,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,4,235440,4,0,1970s
0.578,0.602,-13.918,0.0303,0.0405,0.164,0.137,0.708,121.074,4,304866,9,1,1970s
0.627,0.539,-8.226,0.0274,0.526,3.61e-06,0.129,0.718,137.598,4,215173,0,1,1970s
0.573,0.683,-6.644,0.176,0.461,0.0,0.0935,0.817,169.519,4,142786,5,1,1970s
0.517,0.383,-13.413,0.085,0.738,0.651,0.113,0.546,74.507,4,146866,7,1,1970s
0.601,0.532,-9.119,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,4,281613,10,1,1970s
0.333,0.468,-9.614,0.0377,0.0801,0.561,0.0518,0.0697,121.044,4,382066,9,0,1970s
0.397,0.112,-18.962,0.034,0.958,0.00209,0.137,0.583,180.922,4,162933,0,1,1970s
0.508,0.103,-21.981,0.0293,0.918,0.618,0.108,0.196,102.977,4,270773,6,0,1970s
0.419,0.853,-10.884,0.0366,0.00758,0.797,0.335,0.92,161.756,4,374706,4,1,1970s
0.405,0.562,-12.106,0.0303,0.0861,0.000261,0.188,0.504,138.075,4,282333,0,1,1970s
0.474,0.17,-17.768,0.0288,0.835,0.0336,0.0899,0.658,142.789,4,153266,2,1,1970s
0.512,0.96,-4.119,0.0796,0.00734,0.0479,0.226,0.956,165.52,4,128798,6,1,1970s
0.848,0.367,-13.262,0.049,0.215,8.2e-05,0.0522,0.893,121.586,4,206200,7,1,1970s
0.305,0.594,-10.499,0.0447,0.15,0.000303,0.39,0.426,145.77,4,322133,5,1,1970s
0.703,0.659,-7.826,0.0269,0.095,0.0,0.325,0.802,116.934,4,317840,2,1,1970s
0.498,0.369,-14.421,0.0375,0.269,0.695,0.141,0.813,134.714,4,340800,0,1,1970s
0.498,0.728,-7.387,0.0373,0.65,0.000172,0.114,0.609,174.33,4,177666,7,1,1970s
0.616,0.357,-9.911,0.032,0.287,0.249,0.118,0.257,130.806,4,223093,0,1,1970s
0.501,0.9,-8.954,0.0554,0.000756,0.419,0.239,0.94,152.954,4,251133,2,1,1970s
0.453,0.534,-13.147,0.0283,0.00656,0.752,0.139,0.574,104.267,4,384466,9,1,1970s
0.361,0.211,-16.114,0.0313,0.452,0.00174,0.0857,0.222,142.625,4,312893,9,1,1970s
0.359,0.577,-10.804,0.0397,0.0589,0.751,0.0686,0.141,68.064,4,130427,10,1,1970s
0.617,0.455,-10.758,0.0392,0.172,0.0,0.0556,0.254,130.052,4,507933,6,0,1970s
0.495,0.653,-10.167,0.0284,0.352,0.0114,0.0997,0.447,147.548,4,275000,0,1,1970s
0.815,0.512,-10.538,0.0472,0.318,8.68e-05,0.299,0.932,126.722,4,244000,7,1,1970s
0.364,0.126,-22.956,0.0283,0.788,6.38e-06,0.0827,0.448,164.66,4,221453,2,1,1970s
0.856,0.851,-10.892,0.0376,0.00496,0.0541,0.0325,0.96,127.166,4,312213,7,1,1970s
0.431,0.373,-15.142,0.0346,0.389,0.728,0.143,0.253,128.153,4,169534,11,0,1970s
0.554,0.315,-11.028,0.0298,0.828,5.53e-06,0.101,0.325,128.157,4,241786,3,1,1970s
0.648,0.54,-12.563,0.0326,0.0355,4.12e-06,0.0386,0.963,103.454,4,132866,9,1,1970s
0.431,0.512,-13.549,0.0294,0.325,0.00425,0.0935,0.552,142.897,4,377266,4,0,1970s
0.497,0.259,-11.411,0.0291,0.637,0.0,0.12,0.132,128.506,4,249266,3,1,1970s
0.564,0.958,-6.941,0.0759,0.00844,0.0014,0.182,0.533,142.433,4,403733,5,1,1970s
0.578,0.602,-13.918,0.0303,0.0405,0.164,0.137,0.708,121.074,4,304866,9,1,1970s
0.646,0.473,-6.297,0.0619,0.0094,0.000337,0.195,0.367,112.326,4,352040,9,1,1970s
0.456,0.863,-3.551,0.0894,0.133,0.0538,0.0553,0.532,135.962,4,301226,3,1,1970s
0.518,0.278,-12.622,0.0267,0.823,2.67e-06,0.105,0.205,77.929,4,275893,0,1,1970s
0.602,0.603,-10.138,0.0272,0.147,0.000392,0.0671,0.73,79.144,4,184240,0,1,1970s
0.542,0.72,-10.169,0.0824,0.27,0.0,0.185,0.767,159.057,4,228720,8,1,1970s
0.281,0.0835,-19.901,0.0371,0.968,7.43e-05,0.114,0.114,87.11,5,209840,7,1,1970s
0.412,0.481,-9.661,0.0305,0.61,0.00117,0.184,0.463,78.479,4,235560,2,1,1970s
0.691,0.415,-5.627,0.0347,0.0798,0.0254,0.0401,0.493,116.328,4,291306,2,1,1970s
0.55,0.689,-11.043,0.0363,0.287,0.262,0.0879,0.396,134.014,4,336302,7,1,1970s
0.501,0.57,-7.83,0.0314,0.307,0.000301,0.206,0.539,126.497,4,332733,10,1,1970s
0.573,0.683,-6.644,0.176,0.461,0.0,0.0935,0.817,169.519,4,142786,5,1,1970s
0.381,0.508,-15.094,0.0465,0.00613,0.846,0.535,0.403,103.804,4,354613,4,1,1970s
0.565,0.635,-9.093,0.028,0.154,6.42e-06,0.0993,0.58,93.014,4,193560,5,1,1970s
0.696,0.593,-5.442,0.0349,0.00306,0.762,0.115,0.385,121.475,4,305586,11,1,1970s
0.352,0.65,-10.525,0.0391,0.327,2.89e-05,0.0867,0.639,145.217,4,298026,2,1,1970s
0.367,0.461,-11.715,0.0279,0.0863,0.00759,0.101,0.452,133.877,4,394826,10,1,1970s
0.409,0.289,-15.412,0.0409,0.2,0.702,0.0592,0.235,186.416,4,233306,4,1,1970s
0.563,0.497,-14.271,0.0339,0.0497,5.58e-06,0.168,0.81,88.694,4,260626,9,0,1970s
0.267,0.217,-16.002,0.0332,0.785,0.882,0.0807,0.0886,137.526,4,1421454,9,0,1970s
0.518,0.278,-12.622,0.0267,0.823,2.67e-06,0.105,0.205,77.929,4,275893,0,1,1970s
0.186,0.0775,-35.898,0.0534,0.674,0.506,0.0939,0.455,133.137,3,104113,0,1,1970s
0.664,0.171,-20.731,0.0452,0.3,0.001,0.264,0.378,128.631,3,84280,7,1,1970s
0.55,0.608,-10.69,0.0371,0.465,0.0,0.12,0.584,136.02,4,306840,9,1,1970s
0.327,0.811,-6.342,0.0765,0.228,0.00161,0.252,0.434,102.893,4,237200,2,1,1970s
0.621,0.671,-10.962,0.0477,0.172,0.0742,0.181,0.886,104.669,4,393306,10,1,1970s
0.705,0.647,-8.532,0.0285,0.0714,1.57e-05,0.0972,0.826,125.243,4,321933,0,0,1970s
0.285,0.322,-16.58,0.0445,0.367,0.649,0.107,0.138,133.577,4,1412451,6,0,1970s
0.862,0.637,-9.047,0.067,0.0753,0.00088,0.0362,0.946,129.174,4,225906,7,1,1970s
0.596,0.792,-5.556,0.0768,0.0289,0.252,0.458,0.394,137.391,4,214853,10,1,1970s
0.484,0.896,-7.326,0.0429,0.00238,0.0,0.107,0.807,149.751,4,162040,9,1,1970s
0.862,0.637,-9.047,0.067,0.0753,0.00088,0.0362,0.946,129.174,4,225906,7,1,1970s
0.371,0.22,-12.797,0.0324,0.828,1.23e-06,0.195,0.112,118.464,4,228933,7,0,1970s
0.655,0.441,-12.193,0.0317,0.365,3.09e-06,0.0714,0.783,154.671,4,188333,9,0,1970s
0.454,0.766,-3.862,0.0272,0.664,0.904,0.594,0.776,90.677,4,257239,2,1,1970s
0.559,0.36,-12.868,0.0653,0.222,0.0,0.0999,0.629,150.512,4,213373,7,1,1970s
0.62,0.591,-12.908,0.0583,0.432,0.91,0.102,0.812,132.329,4,315852,2,1,1970s
0.451,0.688,-7.475,0.0451,0.0464,8.43e-05,0.127,0.625,128.494,4,179613,7,1,1970s
0.666,0.658,-12.609,0.044,0.061,3.14e-05,0.0487,0.903,133.075,4,198733,2,1,1970s
0.516,0.157,-15.51,0.0325,0.46,4.63e-05,0.325,0.172,127.71,4,252640,7,0,1970s
0.53,0.691,-5.409,0.0307,0.374,0.111,0.29,0.581,117.046,4,214466,2,1,1970s
0.539,0.396,-16.386,0.0377,0.776,0.000118,0.146,0.621,75.317,4,275733,4,1,1970s
0.23,0.429,-10.624,0.0278,0.417,0.49,0.0911,0.324,165.179,4,328960,2,1,1970s
0.401,0.723,-4.348,0.0552,0.0146,0.209,0.167,0.247,127.781,4,369053,9,1,1970s
0.602,0.212,-15.833,0.0343,0.834,0.883,0.445,0.27,102.839,4,244826,7,1,1970s
0.625,0.637,-13.106,0.0576,0.0669,0.00377,0.39,0.684,132.064,4,249573,11,0,1970s
0.419,0.853,-10.884,0.0366,0.00758,0.797,0.335,0.92,161.756,4,374706,4,1,1970s
0.66,0.554,-15.08,0.0344,0.388,0.446,0.0915,0.851,121.825,4,304026,5,0,1970s
0.568,0.413,-13.594,0.0339,0.582,0.00541,0.535,0.634,75.866,4,237097,7,1,1970s
0.316,0.49,-14.578,0.0391,0.416,0.367,0.0537,0.267,152.1,3,198221,9,1,1970s
0.257,0.869,-4.268,0.0389,0.363,1.09e-05,0.45,0.731,201.97,4,238866,9,1,1970s
0.693,0.394,-15.882,0.0428,0.0782,0.000694,0.247,0.721,104.114,4,238746,0,1,1970s
0.266,0.817,-4.711,0.0779,0.000781,0.0795,0.0759,0.311,160.779,4,243400,9,1,1970s
0.459,0.418,-14.865,0.0272,0.7,0.000233,0.0968,0.576,98.913,4,288093,5,1,1970s
0.59,0.78,-7.832,0.0304,0.233,1.51e-05,0.129,0.581,133.086,4,238800,4,1,1970s
0.397,0.539,-9.221,0.0344,0.0567,1.56e-05,0.0912,0.544,163.17,4,378773,0,1,1970s
0.703,0.659,-7.826,0.0269,0.095,0.0,0.325,0.802,116.934,4,317840,2,1,1970s
0.429,0.224,-14.926,0.029,0.226,0.000359,0.116,0.139,118.458,4,210333,8,1,1970s
0.643,0.589,-12.695,0.0291,0.267,4.8e-06,0.116,0.9,133.366,4,169840,7,1,1970s
0.618,0.678,-5.199,0.0316,0.6,0.723,0.501,0.79,133.453,4,204573,0,1,1970s
0.856,0.851,-10.892,0.0376,0.00496,0.0541,0.0325,0.96,127.166,4,312213,7,1,1970s
0.627,0.539,-8.226,0.0274,0.526,3.61e-06,0.129,0.718,137.598,4,215173,0,1,1970s
0.454,0.417,-14.159,0.0378,0.528,1.39e-05,0.126,0.819,74.072,4,191493,7,1,1970s
0.862,0.637,-9.047,0.067,0.0753,0.00088,0.0362,0.946,129.174,4,225906,7,1,1970s
0.52,0.72,-11.207,0.0555,0.033,0.945,0.125,0.277,129.166,4,501530,4,1,1980s
0.747,0.509,-15.967,0.0301,0.0288,0.000796,0.053,0.827,115.401,4,299440,5,1,1980s
0.587,0.555,-15.676,0.0443,0.0717,0.445,0.0658,0.419,97.461,3,137913,7,1,1980s
0.231,0.926,-10.427,0.045,8.45e-05,0.942,0.22,0.803,153.109,4,297817,0,1,1980s
0.522,0.686,-11.508,0.0343,0.116,0.462,0.264,0.941,127.666,4,62189,0,1,1980s
0.756,0.422,-12.967,0.0292,0.0165,0.00183,0.0368,0.487,112.751,4,304133,11,0,1980s
0.202,0.865,-7.149,0.0755,0.00183,0.218,0.911,0.387,149.051,4,428219,2,1,1980s
0.386,0.277,-13.327,0.0288,0.985,0.955,0.119,0.534,76.974,3,75375,1,0,1980s
0.297,0.926,-7.452,0.0735,0.00442,0.154,0.728,0.495,147.338,4,419269,9,1,1980s
0.179,0.994,-5.723,0.345,0.0104,0.232,0.684,0.0779,186.609,4,469168,9,1,1980s
0.417,0.942,-4.225,0.0852,0.0234,0.00857,0.317,0.618,152.346,4,245666,4,1,1980s
0.416,0.897,-7.446,0.133,0.000813,0.138,0.0965,0.454,140.393,4,416531,9,1,1980s
0.421,0.738,-8.563,0.0489,0.000919,0.542,0.392,0.558,138.032,4,345004,11,1,1980s
0.445,0.816,-15.218,0.109,0.883,0.622,0.223,0.106,103.899,4,257810,2,1,1980s
0.164,0.232,-16.512,0.0499,0.769,0.00268,0.427,0.0552,77.712,4,192161,0,0,1980s
0.264,0.931,-7.615,0.0928,4.75e-05,0.454,0.0897,0.414,90.246,4,496626,4,0,1980s
0.28,0.986,-7.012,0.115,3.73e-05,0.688,0.071,0.16,91.025,4,284506,0,1,1980s
0.383,0.899,-5.129,0.0547,1.4e-05,0.829,0.417,0.782,166.408,4,776200,0,1,1980s
0.263,0.959,-6.982,0.109,0.0232,0.483,0.749,0.166,131.111,4,269149,6,0,1980s
0.373,0.383,-13.212,0.0827,0.122,0.728,0.0636,0.624,97.138,4,113859,4,0,1980s
0.269,0.955,-4.838,0.0639,1.59e-05,0.858,0.127,0.669,152.238,4,203133,9,1,1980s
0.731,0.913,-4.922,0.0471,0.0639,8.55e-06,0.0537,0.753,120.001,4,284640,10,1,1980s
0.11,0.995,-5.19,0.14,0.00371,0.535,0.989,0.0391,206.012,4,449133,9,1,1980s
0.264,0.916,-8.932,0.0899,3.63e-05,0.0398,0.0968,0.601,164.168,4,266312,9,0,1980s
0.404,0.948,-7.252,0.0604,1.92e-05,0.0405,0.0773,0.701,96.789,4,313045,6,0,1980s
0.159,0.95,-8.651,0.0561,1.47e-05,0.863,0.413,0.855,182.883,4,342628,6,0,1980s
0.587,0.555,-15.676,0.0443,0.0717,0.445,0.0658,0.419,97.461,3,137913,7,1,1980s
0.766,0.651,-11.411,0.0349,0.467,7.71e-05,0.147,0.898,131.487,4,204813,2,0,1980s
0.247,0.995,-4.519,0.277,0.0187,0.033,0.89,0.0616,109.806,4,446616,9,1,1980s
0.398,0.979,-14.046,0.109,0.792,0.974,0.411,0.0654,113.07,4,380770,11,1,1980s
0.626,0.809,-9.692,0.0276,0.00492,1.81e-05,0.0353,0.788,112.321,4,269960,2,1,1980s
0.474,0.932,-5.31,0.0487,0.00149,0.467,0.439,0.531,123.787,4,255146,0,1,1980s
0.639,0.838,-8.179,0.0453,0.00327,0.00714,0.0834,0.588,122.179,4,385986,11,0,1980s
0.738,0.662,-8.371,0.0268,0.0589,4.54e-05,0.306,0.88,110.304,4,248746,2,1,1980s
0.554,0.656,-10.868,0.0415,0.114,7.73e-05,0.0829,0.375,122.398,4,225600,2,1,1980s
0.691,0.726,-7.353,0.0543,0.138,0.0,0.11,0.868,98.418,4,177360,5,1,1980s
0.3,0.735,-8.133,0.0635,0.951,0.95,0.209,0.588,105.462,4,192013,2,1,1980s
0.225,0.938,-7.332,0.13,0.114,0.708,0.377,0.271,128.11,4,333054,0,1,1980s
0.267,0.937,-5.841,0.101,0.00134,0.471,0.175,0.526,144.126,4,263866,9,1,1980s
0.31,0.977,-5.478,0.164,0.000219,0.273,0.0785,0.179,100.626,4,395706,6,0,1980s
0.567,0.811,-7.756,0.141,7.91e-05,0.0233,0.0591,0.423,87.397,4,359937,9,1,1980s
0.297,0.339,-16.783,0.0443,0.0086,0.889,0.469,0.763,115.579,4,37689,2,1,1980s
0.303,0.974,-8.646,0.173,0.000574,0.37,0.655,0.119,111.715,4,367072,11,0,1980s
0.592,0.871,-7.3,0.0814,0.268,5.41e-06,0.198,0.768,150.427,4,180506,2,1,1980s
0.532,0.767,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361,4,210173,7,1,1980s
0.214,0.951,-7.314,0.0997,4.97e-05,0.103,0.461,0.174,177.573,4,278782,7,1,1980s
0.249,0.872,-9.406,0.0688,0.000818,0.937,0.367,0.784,157.959,4,286026,9,0,1980s
0.233,0.494,-12.387,0.058,0.172,1.16e-05,0.866,0.108,86.274,4,363720,5,1,1980s
0.727,0.633,-13.189,0.0401,0.0645,0.253,0.0657,0.963,130.971,4,306973,9,0,1980s
0.266,0.164,-18.582,0.0361,0.541,4.76e-05,0.174,0.174,75.059,4,309173,9,0,1980s
0.421,0.738,-8.563,0.0489,0.000919,0.542,0.392,0.558,138.032,4,345004,11,1,1980s
0.19,0.94,-8.96,0.178,0.0107,0.444,0.0748,0.134,157.661,4,327672,4,0,1980s
0.241,0.957,-7.921,0.114,0.00179,0.00769,0.967,0.395,166.337,4,275279,11,0,1980s
0.483,0.909,-7.296,0.0484,5.16e-05,0.0512,0.119,0.672,94.816,4,463158,4,0,1980s
0.566,0.606,-14.986,0.0295,0.00785,0.0031,0.118,0.923,132.754,4,337973,0,1,1980s
0.28,0.986,-7.012,0.115,3.73e-05,0.688,0.071,0.16,91.025,4,284506,0,1,1980s
0.652,0.696,-7.612,0.0513,0.0678,0.00055,0.0937,0.746,87.754,4,300786,2,1,1980s
0.432,0.906,-7.958,0.108,8.87e-05,0.0448,0.156,0.592,142.767,4,395101,9,1,1980s
0.282,0.584,-9.342,0.05,0.0113,0.899,0.0818,0.471,142.179,4,355079,11,1,1980s
0.483,0.98,-4.033,0.0632,0.000167,0.664,0.169,0.759,133.816,4,205706,9,1,1980s
0.338,0.978,-6.096,0.288,0.111,0.307,0.8,0.271,149.509,4,441867,9,1,1980s
0.55,0.818,-9.201,0.0467,0.00482,0.852,0.107,0.796,56.953,4,69619,6,0,1980s
0.367,0.672,-10.014,0.0378,0.0013,0.899,0.111,0.382,128.497,4,507226,9,1,1980s
0.539,0.828,-9.108,0.035,0.00067,0.421,0.154,0.562,105.25,4,515386,4,0,1980s
0.275,0.931,-6.349,0.167,0.000306,0.0309,0.0706,0.424,171.751,4,193520,11,0,1980s
0.503,0.391,-11.528,0.0306,0.706,0.0312,0.167,0.37,79.215,4,267240,7,1,1980s
0.636,0.876,-8.041,0.0294,0.000216,0.339,0.277,0.91,142.028,4,233333,2,1,1980s
0.785,0.845,-9.468,0.0322,0.0863,0.0107,0.145,0.805,119.166,4,236533,10,1,1980s
0.228,0.989,-6.449,0.231,0.00159,0.0571,0.888,0.0433,155.843,4,348486,7,1,1980s
0.293,0.977,-5.255,0.0969,0.000627,0.708,0.904,0.322,79.075,4,293982,9,1,1980s
0.429,0.962,-4.051,0.0581,0.000535,0.0223,0.0983,0.312,99.545,4,224946,9,1,1980s
0.11,0.423,-14.794,0.0349,0.0135,0.889,0.127,0.32,153.989,4,36016,1,0,1980s
0.395,0.299,-12.214,0.0267,0.615,8.69e-06,0.179,0.267,174.261,4,163533,7,1,1980s
0.381,0.824,-6.4,0.0408,0.119,0.0,0.0826,0.805,87.064,4,290466,5,1,1980s
0.367,0.83,-10.773,0.0714,0.000541,0.824,0.313,0.672,124.686,4,390248,11,0,1980s
0.166,0.956,-5.307,0.145,8.08e-05,0.00515,0.118,0.238,176.217,4,311466,9,1,1980s
0.429,0.67,-9.861,0.0541,0.00977,0.749,0.115,0.398,103.533,4,604523,4,0,1980s
0.32,0.959,-6.891,0.143,0.0517,0.916,0.148,0.313,133.167,4,463918,9,1,1980s
0.567,0.945,-7.243,0.0458,0.175,2.6e-06,0.35,0.961,150.792,4,253200,9,1,1980s
0.444,0.2,-18.8,0.0313,0.498,2.07e-06,0.0984,0.103,132.486,4,240600,7,1,1980s
0.457,0.808,-5.914,0.0349,0.11,0.0,0.127,0.681,89.893,4,223266,9,0,1980s
0.305,0.726,-8.857,0.0532,0.0181,0.817,0.16,0.386,89.788,4,505845,11,0,1980s
0.243,0.935,-7.562,0.128,0.00437,0.717,0.149,0.249,114.158,4,357230,4,1,1980s
0.3,0.735,-8.133,0.0635,0.951,0.95,0.209,0.588,105.462,4,192013,2,1,1980s
0.592,0.918,-4.744,0.036,0.0143,1.25e-05,0.287,0.568,127.095,4,263200,5,1,1980s
0.669,0.674,-11.236,0.0332,0.213,7.45e-06,0.0878,0.654,137.423,4,249546,7,1,1980s
0.456,0.956,-5.147,0.108,0.000152,0.87,0.0614,0.55,154.191,4,204000,1,1,1980s
0.425,0.398,-10.544,0.0302,0.522,0.0,0.101,0.272,178.15,4,253053,0,1,1980s
0.29,0.911,-5.667,0.0975,0.00617,0.0108,0.331,0.658,178.636,4,281293,5,0,1980s
0.48,0.923,-8.793,0.0682,0.000211,0.531,0.106,0.44,96.535,4,312360,11,0,1980s
0.464,0.65,-12.541,0.0366,0.174,0.377,0.0728,0.15,96.313,4,524753,9,1,1980s
0.322,0.92,-4.441,0.0574,0.00118,0.47,0.289,0.347,127.008,4,224253,2,1,1980s
0.328,0.796,-10.539,0.0491,0.000183,0.8,0.372,0.689,117.46,4,456283,9,1,1980s
0.65,0.755,-9.645,0.0281,8.12e-05,0.0145,0.326,0.782,124.844,4,292173,2,1,1980s
0.222,0.948,-5.785,0.121,0.0253,0.108,0.961,0.358,159.158,4,408046,0,1,1980s
0.568,0.298,-18.813,0.0399,0.508,0.796,0.256,0.557,115.475,3,142622,9,0,1980s
0.11,0.423,-14.794,0.0349,0.0135,0.889,0.127,0.32,153.989,4,36016,1,0,1980s
0.499,0.763,-5.41,0.0359,0.00331,0.0111,0.226,0.38,100.493,4,266440,2,1,1980s
0.598,0.398,-14.208,0.0613,0.152,0.0,0.116,0.135,129.125,4,423266,0,1,1980s
0.345,0.932,-6.109,0.112,0.000401,0.546,0.185,0.508,100.961,4,103745,4,0,1980s
0.429,0.67,-9.861,0.0541,0.00977,0.749,0.115,0.398,103.533,4,604523,4,0,1980s
0.19,0.94,-8.96,0.178,0.0107,0.444,0.0748,0.134,157.661,4,327672,4,0,1980s
0.272,0.872,-8.626,0.111,0.351,0.769,0.413,0.166,136.927,4,561728,2,0,1980s
0.581,0.848,-9.881,0.0354,0.0946,0.674,0.209,0.734,97.352,4,244133,2,1,1980s
0.233,0.494,-12.387,0.058,0.172,1.16e-05,0.866,0.108,86.274,4,363720,5,1,1980s
0.625,0.676,-10.944,0.0321,0.091,0.000665,0.205,0.6,161.84,4,279106,0,1,1980s
0.297,0.822,-8.866,0.043,0.000192,0.909,0.121,0.856,182.495,3,505487,9,1,1980s
0.653,0.926,-7.779,0.0411,0.229,2.76e-05,0.359,0.78,111.09,4,285493,4,0,1980s
0.637,0.616,-8.67,0.0265,0.534,0.000947,0.127,0.388,126.74,4,261825,0,1,1980s
0.465,0.972,-4.157,0.108,0.000464,1.54e-05,0.115,0.27,124.339,4,284053,11,0,1980s
0.474,0.932,-5.31,0.0487,0.00149,0.467,0.439,0.531,123.787,4,255146,0,1,1980s
0.615,0.795,-7.885,0.0327,0.00165,0.0281,0.0641,0.666,122.611,4,392085,11,1,1980s
0.249,0.872,-9.406,0.0688,0.000818,0.937,0.367,0.784,157.959,4,286026,9,0,1980s
0.261,0.996,-5.031,0.294,0.00899,0.467,0.729,0.0406,107.79,4,384616,2,1,1980s
